name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Staphylococcus aureus GI 33390919,,-,40.36,12471237.0,82.47,72.86,14298
Staphylococcus aureus GENE sdr 1604 Branch,,-,5.21,1609348.0,73.6,69.8,1013
Staphylococcus aureus GENE cap 1506 Branch,,-,2.81,868923.0,62.58,62.58,746
Staphylococcus aureus GENE cap 1491 Branch,,-,2.66,823065.0,59.4,59.4,693
Staphylococcus aureus GENE cap 1575 Branch,,-,2.09,644765.0,58.08,58.08,988
Staphylococcus aureus GENE cap 1461 Branch,,-,2.05,635021.0,46.91,46.91,449
Staphylococcus aureus GENE 1587 Branch,,-,2.03,627522.0,61.11,61.11,11
Staphylococcus aureus GENE cap 1543 Branch,,-,1.04,321973.0,52.24,55.24,202
Staphylococcus aureus GENE hys 1511 Branch,,-,1.74,536634.0,60.38,60.38,102
Staphylococcus aureus G 1466 Branch,,-,1.6,494747.0,61.43,61.43,83
Staphylococcus aureus GENE ica 1623 Branch,,-,0.84,259818.0,50.0,50.0,4
Staphylococcus aureus GI 33390920,,-,4.9,1512763.0,93.63,93.63,1335
Staphylococcus aureus GENE thyA,,-,3.34,1030805.0,94.66,94.66,1937
Staphylococcus aureus GENE dfrA,,-,3.11,961023.0,81.55,81.55,1068
Staphylococcus aureus GeneID SAS0121,,-,2.04,629333.0,76.37,76.37,958
Staphylococcus aureus GeneID SASa0122,,-,1.85,572443.0,75.8,75.8,593
Staphylococcus aureus GeneID SAS0115,,-,1.85,570576.0,73.3,73.3,729
Staphylococcus aureus GeneID SAS0119,,-,1.57,486196.0,64.78,64.78,838
Staphylococcus aureus GeneID SAS0117,,-,1.45,448634.0,65.49,65.49,541
Staphylococcus aureus GeneID SASa0118,,-,1.44,443311.0,58.43,58.43,820
Staphylococcus aureus GeneID SASa0648,,-,1.36,421345.0,61.19,61.19,494
Staphylococcus aureus GENE aur,,-,1.33,412657.0,58.47,58.47,683
Staphylococcus aureus GeneID SASa0114,,-,1.13,349807.0,55.03,55.03,360
Staphylococcus aureus GeneID SASa2550,,-,1.03,318718.0,46.15,46.15,574
Staphylococcus aureus GeneID SAS1013,,-,1.0,307852.0,52.93,52.93,252
Staphylococcus aureus GeneID SASa1133,,-,0.78,241260.0,41.5,41.5,237
Staphylococcus aureus GeneID SAS0122,,-,0.7,217563.0,42.62,42.62,124
Staphylococcus aureus GENE esxA,,-,0.57,176383.0,40.25,40.25,64
Staphylococcus lentus GENE repL,,-,1.35,416474.0,47.22,47.22,433
Staphylococcus epidermidis GeneID SEA1545,,-,0.92,283884.0,51.35,51.35,168
Streptococcus pyogenes GENE scpA,,-,0.95,292330.0,43.28,42.76,513
Streptococcus agalactiae GENE cylE,,-,1.72,530260.0,65.77,65.77,1172
Streptococcus agalactiae GENE cfb,,-,1.31,404184.0,66.76,66.76,303
Streptococcus agalactiae GENE neuD,,-,1.28,396903.0,62.5,62.5,322
Streptococcus agalactiae GENE cpsF,,-,0.59,183544.0,40.85,40.85,71
