name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Staphylococcus aureus GI 33390919,,-,22.79,58383171.0,100.0,100.0,62608
Staphylococcus aureus GI 33390948,,-,9.72,24909240.0,83.45,73.48,19404
Staphylococcus aureus GENE 1602 Branch,,-,2.3,5887924.0,65.0,80.0,911
Staphylococcus aureus GENE cap8L,,-,0.3,782298.0,72.13,83.81,794
Staphylococcus aureus GENE cap 1564 Branch,,-,0.77,1974645.0,82.34,83.08,547
Staphylococcus aureus GENE capP,,-,0.31,793454.0,63.71,43.3,949
Staphylococcus aureus GENE cap 1548 Branch,,-,1.31,3344749.0,75.26,75.26,4703
Staphylococcus aureus GENE geh,,-,0.42,1070541.0,58.98,41.46,12467
Staphylococcus aureus GENE cap 1508 Branch,,-,0.67,1725344.0,62.73,58.71,1329
Staphylococcus aureus GENE cap 1575 Branch,,-,1.19,3054633.0,87.33,87.33,5730
Staphylococcus aureus GENE cap5A,,-,0.32,814333.0,69.1,100.0,241
Staphylococcus aureus GENE cap 1629 Branch,,-,1.17,3006804.0,90.24,90.24,3333
Staphylococcus aureus GENE hys 1513 Branch,,-,0.59,1516882.0,59.54,53.13,2580
Staphylococcus aureus GENE cap 1543 Branch,,-,0.61,1560768.0,70.53,60.49,1707
Staphylococcus aureus GENE cap 1469 Branch,,-,0.81,2081177.0,70.43,70.43,2755
Staphylococcus aureus GENE spa,,-,0.34,876273.0,55.22,43.33,10232
Staphylococcus aureus GENE icaA,,-,0.24,625411.0,43.75,43.46,3817
Staphylococcus aureus GENE icaD,,-,0.13,326587.0,44.93,43.28,337
Staphylococcus aureus GENE cap 1617 Branch,,-,0.58,1484920.0,68.18,68.18,223
Staphylococcus aureus GENE cap 1461 Branch,,-,0.57,1453179.0,87.48,87.48,3692
Staphylococcus aureus GENE icaC,,-,0.2,517859.0,50.88,50.2,890
Staphylococcus aureus GENE sspB,,-,0.19,491706.0,53.17,40.72,1208
Staphylococcus aureus GENE 1597 Branch,,-,0.46,1166585.0,62.69,83.52,5364
Staphylococcus aureus GENE cap5J,,-,0.21,551638.0,56.44,56.62,1664
Staphylococcus aureus GENE cap5K,,-,0.21,528337.0,54.24,54.36,1889
Staphylococcus aureus GeneID SAS1008,,-,0.22,563928.0,45.68,45.68,2304
Staphylococcus aureus GENE hlgA,,-,0.19,490620.0,45.02,54.93,1808
Staphylococcus aureus GI 33390920,,-,4.31,11048340.0,91.72,91.72,10381
Staphylococcus aureus GI 33390945,,-,4.21,10797000.0,100.0,100.0,4733
Staphylococcus aureus GENE dfrA,,-,3.27,8385397.0,80.26,80.26,11431
Staphylococcus aureus GENE AACA-APHD,,-,2.62,6705174.0,100.0,100.0,19827
Staphylococcus aureus GENE thyA,,-,2.48,6347828.0,100.0,100.0,17480
Staphylococcus aureus GI 33390947,,-,1.22,3120008.0,100.0,100.0,770
Staphylococcus aureus GENE blaZ,,-,0.82,2096539.0,74.3,74.3,5181
Staphylococcus aureus GeneID SAS0115,,-,0.75,1924651.0,79.64,79.64,4430
Staphylococcus aureus GeneID SAS0122,,-,0.71,1808370.0,86.92,86.92,2381
Staphylococcus aureus GeneID SAS0117,,-,0.69,1770398.0,73.47,73.47,4875
Staphylococcus aureus GeneID SAS0119,,-,0.65,1675115.0,64.25,64.25,6263
Staphylococcus aureus GI 33390939,,-,0.65,1674713.0,100.0,100.0,516
Staphylococcus aureus GENE cna,,-,0.61,1554402.0,51.77,51.77,19741
Staphylococcus aureus GeneID SAS0121,,-,0.6,1544039.0,67.49,67.49,4205
Staphylococcus aureus GeneID SASa0122,,-,0.59,1514636.0,68.8,68.8,2846
Staphylococcus aureus GENE blaI,,-,0.57,1465109.0,92.06,92.06,1499
Staphylococcus aureus GeneID SASa0118,,-,0.57,1460966.0,62.02,62.02,5454
Staphylococcus aureus GeneID SASa0120,,-,0.56,1446674.0,66.04,66.04,5515
Staphylococcus aureus GeneID SASa0648,,-,0.55,1410283.0,84.65,84.65,3093
Staphylococcus aureus GeneID SASa0115,,-,0.47,1200922.0,90.46,90.46,2129
Staphylococcus aureus GeneID SASa2284,,-,0.44,1126458.0,81.9,81.9,2204
Staphylococcus aureus GENE cap5H,,-,0.43,1106599.0,78.57,78.57,2175
Staphylococcus aureus GeneID SASa2550,,-,0.43,1090838.0,56.29,56.29,4251
Staphylococcus aureus GENE qacC,,-,0.38,960602.0,99.32,99.32,645
Staphylococcus aureus GENE essA,,-,0.37,944588.0,67.39,67.39,1691
Staphylococcus aureus GENE blaR1,,-,0.37,939461.0,50.28,50.28,3971
Staphylococcus aureus GeneID SASa0649,,-,0.36,925615.0,70.98,70.98,1941
Staphylococcus aureus GeneID SAS1013,,-,0.34,877856.0,77.32,77.32,1486
Staphylococcus aureus GeneID SASa0647,,-,0.34,876934.0,77.99,77.99,1494
Staphylococcus aureus GENE cap5I,,-,0.33,853332.0,63.3,63.3,3272
Staphylococcus aureus GENE cap1B,,-,0.33,843697.0,62.25,65.19,628
Staphylococcus aureus GeneID SASa1133,,-,0.33,842164.0,80.05,80.05,1418
Staphylococcus aureus GENE nuc,,-,0.32,820630.0,62.95,62.95,2995
Staphylococcus aureus GeneID SASa0114,,-,0.29,736434.0,46.98,46.98,1709
Staphylococcus aureus GENE esxA,,-,0.25,632553.0,91.2,91.2,344
Staphylococcus aureus GeneID SAS1014,,-,0.24,600830.0,81.43,81.43,592
Staphylococcus aureus GeneID SAS1730,,-,0.23,589744.0,70.28,70.28,515
Staphylococcus aureus GENE isdD,,-,0.2,509571.0,50.86,50.86,1145
Staphylococcus aureus GeneID SAS1015,,-,0.19,489686.0,82.69,82.69,217
Staphylococcus aureus GENE sspC,,-,0.19,480201.0,52.51,52.51,679
Staphylococcus aureus GENE eap,,-,0.18,472171.0,51.49,51.49,969
Staphylococcus aureus GENE sdrH,,-,0.18,466092.0,45.99,45.99,1174
Staphylococcus aureus GENE icaR,,-,0.18,458746.0,53.32,53.32,860
Staphylococcus aureus GeneID SASa0125,,-,0.16,410890.0,42.05,42.05,541
Staphylococcus aureus GENE cap1A,,-,0.13,338729.0,55.27,52.5,21
Staphylococcus aureus GI 33390958,,-,0.12,315384.0,51.44,51.44,251
Staphylococcus aureus GENE hld,,-,0.12,307371.0,56.76,56.76,102
Staphylococcus aureus GENE esaB,,-,0.12,299365.0,40.09,40.09,292
Staphylococcus aureus GI 33390940,,-,0.1,242343.0,40.43,40.43,255
Staphylococcus aureus GENE artA,,-,0.06,148582.0,41.79,41.79,28
Staphylococcus lentus GENE pre,,-,4.2,10750582.0,100.0,100.0,27758
Staphylococcus lentus GENE repC,,-,4.09,10484096.0,100.0,100.0,24037
Staphylococcus lentus GENE tetK,,-,2.12,5432827.0,100.0,100.0,18419
Staphylococcus epidermidis GeneID SEA1545,,-,1.58,4052833.0,100.0,100.0,5245
Staphylococcus lentus GI 60416745,,-,0.62,1578475.0,100.0,100.0,185
Enterococcus faec 751 Branch,,-,0.26,669352.0,68.38,68.38,150
Enterococcus faecalis GENE repB,,-,2.23,5711683.0,98.63,98.63,11490
Enterococcus faecalis GENE mobB,,-,2.0,5115912.0,67.42,67.42,15964
Enterococcus faecium GENE sat4,,-,0.89,2284817.0,100.0,100.0,2207
Enterococcus faecium GENE aadE,,-,0.58,1487757.0,100.0,100.0,2414
