name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Staphylococcus aureus GI 33390919,,-,16.06,2719447.0,78.57,66.83,3292
Staphylococcus aureus GENE 1602 Branch,,-,4.3,728458.0,53.57,71.11,78
Staphylococcus aureus GENE cap 1548 Branch,,-,3.25,551019.0,46.35,46.35,325
Staphylococcus aureus GENE cap 1521 Branch,,-,1.47,248232.0,45.75,45.75,175
Staphylococcus aureus GI 33390947,,-,9.64,1632979.0,100.0,100.0,396
Staphylococcus aureus GI 33390920,,-,6.73,1138713.0,100.0,100.0,879
Staphylococcus aureus GENE thyA,,-,6.09,1030504.0,96.76,96.76,1892
Staphylococcus aureus GENE dfrA,,-,5.25,889799.0,81.55,81.55,951
Staphylococcus aureus GI 33390966,,-,2.82,476925.0,63.28,63.28,539
Staphylococcus aureus GI 33390965,,-,2.69,454926.0,60.48,60.48,766
Staphylococcus aureus GeneID SAS0122,,-,2.36,398921.0,66.67,66.67,245
Staphylococcus aureus GENE esxB,,-,2.08,352168.0,59.84,59.84,229
Staphylococcus aureus GeneID SAS0115,,-,2.04,344526.0,52.94,52.94,378
Staphylococcus aureus GENE qacC,,-,1.54,260033.0,52.74,52.74,102
Staphylococcus lentus GENE repL,,-,12.6,2133543.0,100.0,100.0,2550
Staphylococcus lentus GENE ermC,,-,10.16,1720912.0,100.0,100.0,2797
Staphylococcus epidermidis GeneID SEA1545,,-,5.66,957453.0,100.0,100.0,860
Staphylococcus lentus GENE repC,,-,3.27,553051.0,54.06,54.06,997
Staphylococcus lentus GI 60416748,,-,2.01,340372.0,50.0,50.0,47
