name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Staphylococcus aureus GI 33390919,,-,3.86,41143221.0,100.0,100.0,41134
Staphylococcus aureus GI 33390920,,-,0.87,9291480.0,100.0,100.0,8769
Staphylococcus aureus GENE dfrA,,-,0.74,7878199.0,100.0,100.0,10590
Staphylococcus aureus GENE thyA,,-,0.55,5843817.0,100.0,100.0,16084
Staphylococcus aureus GENE blaZ,,-,0.06,678218.0,59.4,59.4,1347
Staphylococcus aureus GENE qacC,,-,0.04,435805.0,80.82,80.82,157
Staphylococcus aureus GI 33390947,,-,0.04,405115.0,87.1,87.1,60
Staphylococcus lentus GENE repC,,-,32.97,351783322.0,100.0,100.0,631484
Staphylococcus lentus GENE tetK,,-,28.42,303311234.0,100.0,100.0,821562
Staphylococcus lentus GENE pre,,-,21.75,232037311.0,100.0,100.0,486372
Staphylococcus lentus GI 60416745,,-,9.85,105079321.0,100.0,100.0,8212
Staphylococcus epidermidis GeneID SEA1545,,-,0.43,4585745.0,100.0,100.0,5950
Staphylococcus lentus GENE repL,,-,0.16,1714518.0,100.0,100.0,1959
Staphylococcus lentus GENE ermC,,-,0.08,892814.0,100.0,100.0,1002
Staphylococcus lentus GI 60416748,,-,0.02,228253.0,50.0,50.0,29
Enterococcus faecium GI 21886747,,-,0.01,134242.0,48.15,48.15,13
Bacteroides fragilis GENE mobA,,-,0.02,207142.0,43.62,43.62,86
Parabacteroides distasonis GI 32395282,,-,0.04,401668.0,59.78,59.78,181
Proteus mirabilis GENE sul1,,-,0.04,441280.0,89.39,89.39,94
Escherichia coli GENE qacEdelta1,,-,0.04,417617.0,100.0,100.0,50
Pseudomonas aeruginosa GENE intI1,,-,0.02,172101.0,50.0,50.0,25
