name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Tetracycline tet 39,,-,16.76,1007958.0,93.08,100.0,889
MDR-Efflux-pump qacA,,-,5.03,302470.0,66.26,41.46,57
Tetracycline tetK,,-,11.34,682423.0,77.61,77.61,1479
Sulphonamide sul2,,-,5.5,330721.0,45.7,45.7,509
Aminoglycoside aadC,,-,5.38,323493.0,59.92,59.92,171
H NS,,-,3.47,208781.0,44.57,44.57,86
Beta-lactam-resistance blaOXA 282,,-,8.84,531593.0,82.93,100.0,31
Beta-lactam-resistance blaOXA 536 Branch,,-,14.24,856524.0,83.33,80.82,106
Beta-lactam-resistance blaOXA 289 Branch,,-,9.67,581509.0,72.22,45.45,10
Beta-lactam-resistance blaOXA 281,,-,6.21,373329.0,67.43,67.12,75
Beta-lactam-resistance blaOXA 373,,-,7.05,424303.0,66.67,51.09,110
Beta-lactam-resistance blaTEM 210,,-,3.33,200354.0,70.0,57.14,8
Beta-lactam-resistance blaTEM 213,,-,3.19,191727.0,64.0,52.63,10
