name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Staphylococcus aureus GENE sdr 1604 Branch,,-,3.64,870717.0,40.07,41.88,690
Staphylococcus aureus GI 33390919,,-,3.26,780474.0,94.48,96.48,583
Staphylococcus aureus GENE cap 1491 Branch,,-,5.52,1321153.0,67.55,67.55,925
Staphylococcus aureus GENE cap 1543 Branch,,-,3.45,826353.0,58.13,58.74,323
Staphylococcus aureus GENE cap 1570 Branch,,-,4.29,1026629.0,56.85,56.85,544
Staphylococcus aureus GENE cap 1575 Branch,,-,4.27,1022811.0,61.78,61.78,1966
Staphylococcus aureus GENE cap 1548 Branch,,-,3.79,907861.0,51.71,51.71,807
Staphylococcus aureus GENE cap 1564 Branch,,-,1.89,451403.0,59.43,75.38,113
Staphylococcus aureus GENE cap 1506 Branch,,-,3.46,828836.0,52.12,52.12,757
Staphylococcus aureus GENE cap 1461 Branch,,-,3.14,751729.0,48.68,48.68,604
Staphylococcus aureus GENE ic 1660 Branch,,-,1.46,349329.0,51.21,50.94,79
Staphylococcus aureus GENE fnb 1642 Branch,,-,2.68,640846.0,42.2,42.2,211
Staphylococcus aureus GENE cap 1631 Branch,,-,1.51,361231.0,43.36,52.17,205
Staphylococcus aureus GENE cap 1665 Branch,,-,1.52,363261.0,46.27,47.69,365
Staphylococcus aureus GENE cap 1469 Branch,,-,1.42,339716.0,41.71,41.71,674
Staphylococcus aureus G 1466 Branch,,-,1.29,308829.0,45.71,45.71,55
Staphylococcus aureus GeneID SAS0115,,-,3.41,815324.0,78.73,78.73,1365
Staphylococcus aureus GI 33390966,,-,3.18,761608.0,74.86,74.86,1085
Staphylococcus aureus GI 33390965,,-,3.17,758423.0,77.86,77.86,1636
Staphylococcus aureus GeneID SAS0122,,-,2.84,678782.0,85.23,85.23,569
Staphylococcus aureus GeneID SAS0119,,-,2.6,621083.0,58.87,58.87,1670
Staphylococcus aureus GeneID SAS0117,,-,2.38,569945.0,57.14,57.14,1169
Staphylococcus aureus GeneID SAS0121,,-,2.37,567313.0,61.25,61.25,1057
Staphylococcus aureus GeneID SASa0649,,-,2.33,558299.0,73.49,73.49,722
Staphylococcus aureus GeneID SASa0115,,-,2.2,527663.0,71.39,71.39,603
Staphylococcus aureus GeneID SASa0647,,-,2.06,492950.0,59.57,59.57,706
Staphylococcus aureus GeneID SASa2550,,-,2.06,492250.0,51.89,51.89,1339
Staphylococcus aureus GeneID SAS0111,,-,1.98,472741.0,54.38,54.38,683
Staphylococcus aureus GI 33390939,,-,1.89,453406.0,100.0,100.0,66
Staphylococcus aureus GeneID SASa0648,,-,1.83,439045.0,66.74,66.74,449
Staphylococcus aureus GeneID SASa0122,,-,1.68,402618.0,53.06,53.06,481
Staphylococcus aureus GENE esxB,,-,1.59,381293.0,58.66,58.66,299
Staphylococcus aureus GENE blaZ,,-,1.58,378952.0,54.0,54.0,483
Staphylococcus aureus GeneID SASa0118,,-,1.53,366960.0,40.11,40.11,983
Staphylococcus aureus GI 33390964,,-,1.45,346572.0,40.4,40.4,350
Staphylococcus aureus GI 33390974,,-,1.39,333796.0,65.35,65.35,117
Staphylococcus aureus GeneID SASa0120,,-,1.35,324144.0,41.64,41.64,739
Staphylococcus aureus GeneID SASa2284,,-,1.26,300927.0,49.77,49.77,291
Staphylococcus aureus GeneID SAS1730,,-,1.2,287026.0,56.6,56.6,126
Staphylococcus aureus GeneID SAS1014,,-,1.19,285152.0,50.86,50.86,206
Staphylococcus aureus GI 33390960,,-,1.13,270182.0,51.98,51.98,138
Staphylococcus aureus GENE traM,,-,1.03,245500.0,42.5,42.5,167
Staphylococcus aureus GENE scn,,-,1.01,242629.0,50.25,50.25,100
Staphylococcus aureus GENE artA,,-,0.89,211732.0,55.22,55.22,37
Proteus mirabilis GENE tnpA,,-,0.84,200354.0,70.0,70.0,14
