name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Staphylococcus aureus GI 33390919,,-,19.26,10995058.0,78.57,66.83,13485
Staphylococcus aureus GENE 1602 Branch,,-,1.61,918182.0,40.71,64.44,193
Staphylococcus aureus GENE cap 1491 Branch,,-,0.94,538805.0,45.77,45.77,428
Staphylococcus aureus G 1466 Branch,,-,0.79,450231.0,61.43,61.43,43
Staphylococcus aureus GENE cap 1663 Branch,,-,0.78,443212.0,61.65,61.65,188
Staphylococcus aureus GENE fnb 1642 Branch,,-,0.73,415523.0,44.04,44.04,85
Staphylococcus aureus GENE cap 1541 Branch,,-,0.67,383274.0,52.43,52.43,108
Staphylococcus aureus GI 33390920,,-,7.86,4487113.0,100.0,100.0,4319
Staphylococcus aureus GENE thyA,,-,6.62,3778236.0,100.0,100.0,10227
Staphylococcus aureus GENE qacC,,-,6.0,3422016.0,100.0,100.0,3079
Staphylococcus aureus GENE dfrA,,-,5.63,3216531.0,81.55,81.55,4463
Staphylococcus aureus GENE blaZ,,-,1.78,1015118.0,68.03,68.03,2213
Staphylococcus aureus GENE blaI,,-,1.2,686113.0,66.14,66.14,646
Staphylococcus aureus GENE blaR1,,-,0.92,524576.0,45.02,45.02,1855
Staphylococcus aureus GI 33390966,,-,0.83,473038.0,61.86,61.86,549
Staphylococcus aureus GeneID SASa0649,,-,0.71,407278.0,53.65,53.65,596
Staphylococcus aureus GeneID SAS1015,,-,0.59,336570.0,58.97,58.97,168
Staphylococcus aureus GeneID SAS1730,,-,0.58,330624.0,54.25,54.25,222
Staphylococcus aureus GI 33390965,,-,0.53,301773.0,43.24,43.24,517
Staphylococcus aureus GENE esxA,,-,0.51,289784.0,54.72,54.72,133
Staphylococcus aureus GeneID SAS0111,,-,0.46,265413.0,43.5,43.5,264
Staphylococcus aureus GeneID SAS0122,,-,0.45,254718.0,45.15,45.15,174
Staphylococcus lentus GENE ermC,,-,10.15,5795784.0,100.0,100.0,10715
Staphylococcus lentus GENE repL,,-,9.99,5702019.0,100.0,100.0,7226
Staphylococcus epidermidis GeneID SEA1545,,-,7.48,4271961.0,100.0,100.0,5536
Staphylococcus lentus GENE repC,,-,4.23,2413419.0,99.07,99.07,5261
Staphylococcus lentus GENE tetK,,-,2.98,1701986.0,99.1,99.1,4872
Staphylococcus lentus GENE pre,,-,2.76,1575674.0,98.58,98.58,3446
Staphylococcus lentus GI 60416748,,-,2.28,1304007.0,50.0,50.0,176
Staphylococcus lentus GI 60416745,,-,0.68,386154.0,100.0,100.0,30
