name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Staphylococcus aureus GI 33390919,,-,48.75,61081184.0,84.42,75.88,61707
Staphylococcus aureus GENE 1602 Branch,,-,3.11,3892131.0,63.57,82.22,934
Staphylococcus aureus GENE ica 1623 Branch,,-,0.33,412790.0,100.0,100.0,10
Staphylococcus aureus GI 33390920,,-,6.99,8755093.0,91.72,91.72,8339
Staphylococcus aureus GENE dfrA,,-,5.35,6701530.0,74.68,74.68,9285
Staphylococcus aureus GENE thyA,,-,3.7,4634818.0,96.37,96.37,12762
Staphylococcus aureus GI 33390947,,-,0.58,727005.0,74.19,74.19,176
Staphylococcus aureus GENE blaZ,,-,0.27,339487.0,44.06,44.06,534
Staphylococcus epidermidis GeneID SEA1545,,-,1.97,2465072.0,100.0,100.0,3078
Bacteroides fragilis GI 46242796,,-,1.29,1613013.0,99.8,99.8,8773
Bacteroides fragilis GENE rteA,,-,1.17,1460546.0,97.55,97.55,5053
Bacteroides fragilis GENE tetQ,,-,1.17,1460042.0,99.01,99.01,4136
Bacteroides fragilis GI 46242797,,-,1.16,1458513.0,100.0,100.0,2965
Bacteroides fragilis GENE mobB,,-,1.12,1409606.0,100.0,100.0,2544
Bacteroides fragilis GI 46242799,,-,1.12,1407216.0,100.0,100.0,1255
Bacteroides fragilis GENE rteB,,-,1.11,1393081.0,100.0,100.0,2685
Bacteroides fragilis GENE bmhA,,-,1.11,1389454.0,98.09,98.09,4849
Bacteroides fragilis GENE mobC,,-,1.09,1372335.0,100.0,100.0,3966
Bacteroides fragilis GENE int,,-,1.09,1362631.0,100.0,100.0,2108
Bacteroides fragilis GI 46242807,,-,1.03,1295909.0,99.39,99.39,2581
Bacteroides fragilis GENE rhuM,,-,1.0,1257636.0,100.0,100.0,689
Bacteroides fragilis GI 46242808,,-,0.95,1183534.0,100.0,100.0,829
Bacteroides fragilis GENE rteC,,-,0.94,1173753.0,100.0,100.0,1087
Bacteroides fragilis GENE mobA,,-,0.9,1133096.0,100.0,100.0,839
Bacteroides fragilis GENE exc,,-,0.9,1129202.0,94.09,94.09,2977
Bacteroides fragilis GI 46242809,,-,0.87,1093735.0,100.0,100.0,682
Bacteroides fragilis GI 46242810,,-,0.76,957744.0,100.0,100.0,462
Bacteroides vulgatus GI 33413459,,-,0.68,847420.0,100.0,100.0,386
Bacteroides fragilis GI 46242805,,-,0.67,843091.0,100.0,100.0,612
Bacteroides fragilis GI 46242811,,-,0.5,624210.0,64.86,64.86,290
Streptococcus pyogenes GENE scpA,,-,0.47,593933.0,63.31,62.97,1453
Streptococcus agalactiae GENE scpB,,-,0.41,515575.0,100.0,100.0,88
Streptococcus agalactiae GENE cylE,,-,0.54,678149.0,83.15,83.15,1393
Streptococcus agalactiae GENE neuB,,-,0.46,572648.0,80.77,80.77,584
Streptococcus agalactiae GENE cpsB,,-,0.45,561417.0,84.26,84.26,450
Streptococcus agalactiae GENE neuC,,-,0.35,437995.0,55.15,55.15,686
Streptococcus agalactiae GENE lmb,,-,0.35,435526.0,63.0,63.0,466
Streptococcus agalactiae GENE bca,,-,0.34,429914.0,58.81,58.81,479
Streptococcus agalactiae GENE pavA,,-,0.34,427398.0,61.26,61.26,630
Streptococcus agalactiae GENE cfb,,-,0.32,395958.0,63.16,63.16,333
Streptococcus agalactiae GENE hylB,,-,0.31,393714.0,46.72,46.72,1069
Streptococcus agalactiae GENE neuD,,-,0.3,373237.0,50.96,50.96,410
Streptococcus agalactiae GENE neuA,,-,0.28,354702.0,46.0,46.0,612
Streptococcus agalactiae GENE cpsF,,-,0.27,333134.0,62.2,62.2,146
Streptococcus agalactiae GENE cpsA,,-,0.21,261770.0,40.75,40.75,417
Streptococcus agalactiae GENE cpsC,,-,0.2,251852.0,46.31,46.31,159
Streptococcus agalactiae GENE cpsD,,-,0.2,246467.0,40.51,40.51,233
Enterobacter GENE ebpA,,-,0.28,348918.0,45.11,45.11,1357
Enterobacter GENE cad,,-,0.2,255778.0,41.48,41.48,332
Parabacteroides distasonis GI 32395282,,-,0.85,1063857.0,82.61,82.61,599
Parabacteroides distasonis GI 32395281,,-,0.71,893311.0,100.0,100.0,152
Enterococcus faecalis GeneID EF0954,,-,0.26,329893.0,53.96,53.96,301
Enterococcus faecalis GeneID EF1817,,-,0.21,258333.0,47.25,47.25,185
