name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Staphylococcus aureus GI 33390919,,-,63.29,52749879.0,98.05,96.98,58844
Staphylococcus aureus GENE blaZ,,-,7.43,6196633.0,72.14,72.14,15816
Staphylococcus aureus GENE blaI,,-,6.68,5569032.0,75.13,75.13,6474
Staphylococcus aureus GENE blaR1,,-,5.25,4375722.0,58.45,58.45,20525
Staphylococcus aureus GENE qacC,,-,1.88,1566914.0,100.0,100.0,1278
Staphylococcus aureus GENE thyA,,-,1.37,1139800.0,94.85,94.85,2293
Staphylococcus aureus GI 33390920,,-,1.08,899297.0,93.63,93.63,644
Staphylococcus aureus GENE dfrA,,-,0.86,715743.0,78.97,78.97,684
Staphylococcus aureus GI 33390939,,-,0.46,384298.0,71.43,71.43,85
Staphylococcus aureus GI 33390947,,-,0.45,377765.0,64.52,64.52,79
Staphylococcus aureus GI 33390940,,-,0.43,359680.0,49.65,49.65,473
Staphylococcus aureus GI 33390941,,-,0.13,109904.0,45.45,45.45,10
Staphylococcus lentus GENE repL,,-,1.92,1600179.0,100.0,100.0,1795
Staphylococcus lentus GENE ermC,,-,1.27,1060954.0,95.8,95.8,1434
Staphylococcus lentus GENE repC,,-,0.69,579441.0,69.37,69.37,812
Staphylococcus epidermidis GeneID SEA1545,,-,0.69,579327.0,80.63,80.63,422
Staphylococcus lentus GI 60416745,,-,0.42,346845.0,100.0,100.0,24
Proteus mirabilis GENE tnpA,,-,2.27,1892615.0,100.0,100.0,329
Klebsiella pneumoniae GENE tnpA,,-,0.94,781258.0,91.47,91.47,634
Klebsiella pneumoniae GI 42543951,,-,0.33,272624.0,100.0,100.0,13
Escherichia coli GENE aphA7,,-,1.84,1533953.0,95.0,95.0,2391
Pseudomonas aeruginosa GENE intI1,,-,0.3,253068.0,58.0,58.0,53
